user,project_name,namespace,url
DRMacIver,schroedinteger,tests/common.py,https://github.com/DRMacIver/schroedinteger
DataDog,dd-trace-py,tests/tracer/test_encoders.py,https://github.com/DataDog/dd-trace-py
DataDog,dd-trace-py,tests/tracer/test_http.py,https://github.com/DataDog/dd-trace-py
DataDog,dd-trace-py,tests/contrib/pytest/test_pytest.py,https://github.com/DataDog/dd-trace-py
DataDog,dd-trace-py,tests/tracer/test_compat.py,https://github.com/DataDog/dd-trace-py
DataDog,dd-trace-py,tests/tracer/test_trace_utils.py,https://github.com/DataDog/dd-trace-py
EvanKepner,mutatest,mutatest/tests/test_cli.py,https://github.com/EvanKepner/mutatest
EvanKepner,mutatest,mutatest/tests/test_run.py,https://github.com/EvanKepner/mutatest
EvanKepner,mutatest,mutatest/tests/test_cache.py,https://github.com/EvanKepner/mutatest
Ezibenroc,PyRoaringBitMap,test.py,https://github.com/Ezibenroc/PyRoaringBitMap
FAForever,server,tests/unit_tests/test_protocol.py,https://github.com/FAForever/server
FAForever,server,tests/unit_tests/test_ladder_service.py,https://github.com/FAForever/server
FAForever,server,tests/unit_tests/strategies.py,https://github.com/FAForever/server
FAForever,server,tests/unit_tests/test_map_pool.py,https://github.com/FAForever/server
FAForever,server,tests/unit_tests/test_matchmaker_queue.py,https://github.com/FAForever/server
FISCO-BCOS,python-sdk,eth_abi/tools/_strategies.py,https://github.com/FISCO-BCOS/python-sdk
GoLP-IST,nata,tests/conftest.py,https://github.com/GoLP-IST/nata
GoLP-IST,nata,tests/strategies.py,https://github.com/GoLP-IST/nata
HPAC,matchpy,tests/test_matching_native.py,https://github.com/HPAC/matchpy
HPAC,linnea,tests/test_transformations.py,https://github.com/HPAC/linnea
HPAC,matchpy,tests/test_utils.py,https://github.com/HPAC/matchpy
HPAC,matchpy,tests/test_functions.py,https://github.com/HPAC/matchpy
HPAC,matchpy,tests/test_matching.py,https://github.com/HPAC/matchpy
HPAC,linnea,tests/generate.py,https://github.com/HPAC/linnea
HPAC,matchpy,tests/test_syntactic.py,https://github.com/HPAC/matchpy
HPAC,matchpy,tests/test_bipartite.py,https://github.com/HPAC/matchpy
Harmon758,Harmonbot,tests/test_time.py,https://github.com/Harmon758/Harmonbot
Harmon758,Harmonbot,tests/test_cryptography.py,https://github.com/Harmon758/Harmonbot
Harmon758,Harmonbot,tests/test_calculation.py,https://github.com/Harmon758/Harmonbot
Harmon758,Harmonbot,tests/test_location.py,https://github.com/Harmon758/Harmonbot
HumanCompatibleAI,evaluating-rewards,tests/test_rewards.py,https://github.com/HumanCompatibleAI/evaluating-rewards
HumanCompatibleAI,evaluating-rewards,tests/test_tabular.py,https://github.com/HumanCompatibleAI/evaluating-rewards
IQTLabs,squiggle,tests/test_yau_bp.py,https://github.com/IQTLabs/squiggle
IQTLabs,squiggle,tests/test_yau.py,https://github.com/IQTLabs/squiggle
IQTLabs,squiggle,tests/test_randic_and_qi.py,https://github.com/IQTLabs/squiggle
IQTLabs,squiggle,tests/test_gates.py,https://github.com/IQTLabs/squiggle
IQTLabs,squiggle,tests/test_squiggle.py,https://github.com/IQTLabs/squiggle
Instagram,LibCST,libcst/tests/test_fuzz.py,https://github.com/Instagram/LibCST
IntelPython,dpnp,tests/third_party/cupy/random_tests/test_sample.py,https://github.com/IntelPython/dpnp
InvestmentSystems,static-frame,static_frame/test/property/test_type_blocks.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/test_index_hierarchy.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/test_util.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/test_rank.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/strategies.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/test_frame.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/test_index.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/test_series.py,https://github.com/InvestmentSystems/static-frame
InvestmentSystems,static-frame,static_frame/test/property/test_strategies.py,https://github.com/InvestmentSystems/static-frame
JDASoftwareGroup,kartothek,tests/core/test_index.py,https://github.com/JDASoftwareGroup/kartothek
JDASoftwareGroup,kartothek,kartothek/io/testing/query_cube.py,https://github.com/JDASoftwareGroup/kartothek
JDASoftwareGroup,kartothek,kartothek/core/testing.py,https://github.com/JDASoftwareGroup/kartothek
JNRowe,pyisbn,tests/test_sbn.py,https://github.com/JNRowe/pyisbn
JNRowe,pyisbn,tests/test_isbn13.py,https://github.com/JNRowe/pyisbn
JNRowe,pyisbn,tests/test_isbn10.py,https://github.com/JNRowe/pyisbn
JNRowe,pyisbn,tests/test_isbn.py,https://github.com/JNRowe/pyisbn
JNRowe,pyisbn,tests/test_functions.py,https://github.com/JNRowe/pyisbn
JohnGiorgi,DeCLUTR,tests/test_encoder.py,https://github.com/JohnGiorgi/DeCLUTR
JohnGiorgi,DeCLUTR,tests/common/test_contrastive_utils.py,https://github.com/JohnGiorgi/DeCLUTR
JohnGiorgi,DeCLUTR,tests/test_dataset_reader.py,https://github.com/JohnGiorgi/DeCLUTR
JohnGiorgi,DeCLUTR,tests/common/test_model_utils.py,https://github.com/JohnGiorgi/DeCLUTR
JohnGiorgi,DeCLUTR,tests/common/test_util.py,https://github.com/JohnGiorgi/DeCLUTR
Julian,jsonschema,jsonschema/tests/fuzz_validate.py,https://github.com/Julian/jsonschema
KenKundert,nestedtext,tests/test_random.py,https://github.com/KenKundert/nestedtext
Kharacternyk,barva,tests/strategies.py,https://github.com/Kharacternyk/barva
Kharacternyk,barva,tests/utils/test_color.py,https://github.com/Kharacternyk/barva
KissPeter,APIFuzzer,test/unit_test_composer.py,https://github.com/KissPeter/APIFuzzer
KissPeter,APIFuzzer,test/unit_test.py,https://github.com/KissPeter/APIFuzzer
LeastAuthority,kubetop,src/kubetop/test/test_textrenderer.py,https://github.com/LeastAuthority/kubetop
Lonero-Team,Decentralized-Internet,clusterpost/bigchaindb/tests/common/test_schema.py,https://github.com/Lonero-Team/Decentralized-Internet
Lothiraldan,swagger-fuzzer,swagger_fuzzer/swagger_helpers.py,https://github.com/Lothiraldan/swagger-fuzzer
Lothiraldan,swagger-fuzzer,swagger_fuzzer/swagger_fuzzer.py,https://github.com/Lothiraldan/swagger-fuzzer
Lothiraldan,swagger-fuzzer,swagger_fuzzer/strategy.py,https://github.com/Lothiraldan/swagger-fuzzer
MAVENSDC,cdflib,tests/test_epochs.py,https://github.com/MAVENSDC/cdflib
MBrouns,timeseers,tests/test_utils.py,https://github.com/MBrouns/timeseers
MDAnalysis,mdanalysis,testsuite/MDAnalysisTests/formats/test_libdcd.py,https://github.com/MDAnalysis/mdanalysis
MFreidank,pysgmcmc,pysgmcmc/tests/bayesian_neural_network/test_invalid_inputs.py,https://github.com/MFreidank/pysgmcmc
MFreidank,pysgmcmc,pysgmcmc/tests/test_data_batches.py,https://github.com/MFreidank/pysgmcmc
MIllionBenjamin,Blockchain-FinalProject-SupplyChainFinancialPlatform,python-sdk/eth_abi/tools/_strategies.py,https://github.com/MIllionBenjamin/Blockchain-FinalProject-SupplyChainFinancialPlatform
MartinThoma,algorithms,Python/hypothesis-pydantic/main.py,https://github.com/MartinThoma/algorithms
MartinThoma,algorithms,medium/property-based-testing/test_is_mail.py,https://github.com/MartinThoma/algorithms
MartinThoma,mpu,tests/test_datastructures.py,https://github.com/MartinThoma/mpu
MartinThoma,mpu,tests/test_geometry.py,https://github.com/MartinThoma/mpu
MartinThoma,mpu,tests/test_math.py,https://github.com/MartinThoma/mpu
MartinThoma,mpu,tests/test_string.py,https://github.com/MartinThoma/mpu
MartinThoma,algorithms,medium/property-based-testing/test_factorize_property.py,https://github.com/MartinThoma/algorithms
MartinThoma,algorithms,Python/pydantic-article/test_pydantic.py,https://github.com/MartinThoma/algorithms
MartinThoma,algorithms,mutmut-example/test_factorize.py,https://github.com/MartinThoma/algorithms
MartinThoma,algorithms,medium/property-based-testing/test_two_way_functions.py,https://github.com/MartinThoma/algorithms
Nike-Inc,signal_analog,tests/test_signal_analog.py,https://github.com/Nike-Inc/signal_analog
Nike-Inc,signal_analog,tests/test_signal_analog_flow.py,https://github.com/Nike-Inc/signal_analog
Nike-Inc,signal_analog,tests/test_signal_analog_combinators.py,https://github.com/Nike-Inc/signal_analog
Nike-Inc,signal_analog,tests/generators.py,https://github.com/Nike-Inc/signal_analog
NoRedInk,elm-ops-tooling,tests/test_elm_deps_sync.py,https://github.com/NoRedInk/elm-ops-tooling
NoRedInk,elm-ops-tooling,tests/test_native_deps_sync.py,https://github.com/NoRedInk/elm-ops-tooling
OasisLMF,OasisLMF,tests/utils/test_data.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/utils/test_log.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/model_preparation/test_summaries.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/cli/test_inputvalues.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/model_execution/test_conf.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/data.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/utils/test_compress.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/model_preparation/test_reinsurance.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/model_preparation/test_lookup.py,https://github.com/OasisLMF/OasisLMF
OasisLMF,OasisLMF,tests/model_execution/test_bin.py,https://github.com/OasisLMF/OasisLMF
OpenSourceEconomics,respy,respy/tests/test_likelihood.py,https://github.com/OpenSourceEconomics/respy
PKSHATechnology-Research,camphr,packages/camphr/tests/test_utils.py,https://github.com/PKSHATechnology-Research/camphr
PKSHATechnology-Research,camphr,packages/camphr/tests/test_doc.py,https://github.com/PKSHATechnology-Research/camphr
PKSHATechnology-Research,camphr,packages/camphr/tests/tokenizer/juman/test_lang.py,https://github.com/PKSHATechnology-Research/camphr
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/pandas/tests/tseries/offsets/test_ticks.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Advanced-Elasticsearch-7.0,Chapter17/eshadoop/lib/python3.6/site-packages/pandas/tests/tseries/offsets/test_ticks.py,https://github.com/PacktPublishing/Advanced-Elasticsearch-7.0
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/numpy/conftest.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/numpy/core/tests/test_arrayprint.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Advanced-Elasticsearch-7.0,Chapter17/eshadoop/lib/python3.6/site-packages/pandas/util/_tester.py,https://github.com/PacktPublishing/Advanced-Elasticsearch-7.0
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/pandas/tests/tseries/offsets/test_offsets_properties.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/numpy/core/tests/test_numeric.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/pandas/tests/io/parser/test_parse_dates.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Advanced-Elasticsearch-7.0,Chapter17/eshadoop/lib/python3.6/site-packages/pandas/conftest.py,https://github.com/PacktPublishing/Advanced-Elasticsearch-7.0
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/pandas/util/_tester.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Hands-On-Artificial-Intelligence-for-Banking,Chapter08/8A_OpenBankAPI/8A/Lib/site-packages/pandas/conftest.py,https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking
PacktPublishing,Advanced-Elasticsearch-7.0,Chapter17/eshadoop/lib/python3.6/site-packages/pandas/tests/tseries/offsets/test_offsets_properties.py,https://github.com/PacktPublishing/Advanced-Elasticsearch-7.0
Phelimb,BIGSI,bigsi/tests/base.py,https://github.com/Phelimb/BIGSI
Phelimb,BIGSI,bigsi/tests/matrix/test_transpose.py,https://github.com/Phelimb/BIGSI
Phelimb,BIGSI,bigsi/tests/scoring.py,https://github.com/Phelimb/BIGSI
PokeAPI,pokebase,tests/test_module_api.py,https://github.com/PokeAPI/pokebase
PokeAPI,pokebase,tests/test_module_common.py,https://github.com/PokeAPI/pokebase
PokeAPI,pokebase,tests/test_module_loaders.py,https://github.com/PokeAPI/pokebase
PokeAPI,pokebase,tests/test_module_cache.py,https://github.com/PokeAPI/pokebase
PokeAPI,pokebase,tests/test_module_interface.py,https://github.com/PokeAPI/pokebase
PromyLOPh,crocoite,crocoite/test_browser.py,https://github.com/PromyLOPh/crocoite
PromyLOPh,crocoite,crocoite/test_warc.py,https://github.com/PromyLOPh/crocoite
PyCQA,isort,tests/unit/test_format.py,https://github.com/PyCQA/isort
PyCQA,isort,tests/unit/test_wrap_modes.py,https://github.com/PyCQA/isort
PyCQA,isort,tests/integration/test_setting_combinations.py,https://github.com/PyCQA/isort
PyCQA,isort,tests/unit/test_parse.py,https://github.com/PyCQA/isort
PyCQA,isort,tests/unit/test_comments.py,https://github.com/PyCQA/isort
PyCQA,isort,tests/unit/test_main.py,https://github.com/PyCQA/isort
PyCQA,isort,tests/unit/test_output.py,https://github.com/PyCQA/isort
PyCQA,isort,tests/integration/test_hypothesmith.py,https://github.com/PyCQA/isort
PyCQA,mccabe,test_mccabe.py,https://github.com/PyCQA/mccabe
PyCQA,flake8-bugbear,tests/test_bugbear.py,https://github.com/PyCQA/flake8-bugbear
Qiskit,qiskit-terra,test/randomized/test_clifford.py,https://github.com/Qiskit/qiskit-terra
Qiskit,qiskit-terra,test/randomized/test_synthesis.py,https://github.com/Qiskit/qiskit-terra
Qiskit,qiskit-terra,test/randomized/test_transpiler_equivalence.py,https://github.com/Qiskit/qiskit-terra
Quansight-Labs,ndindex,ndindex/tests/test_expand.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_slice.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_tuple.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_as_subindex.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_newaxis.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_integer.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_newshape.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_chunking.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_ndindex.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_ellipsis.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_integerarray.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_booleanarray.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/test_broadcast_arrays.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,conftest.py,https://github.com/Quansight-Labs/ndindex
Quansight-Labs,ndindex,ndindex/tests/helpers.py,https://github.com/Quansight-Labs/ndindex
RazerM,parver,tests/conftest.py,https://github.com/RazerM/parver
RazerM,parver,tests/strategies.py,https://github.com/RazerM/parver
RazerM,parver,tests/test_parse.py,https://github.com/RazerM/parver
RazerM,parver,tests/test_version.py,https://github.com/RazerM/parver
SEED-platform,seed,seed/tests/test_derived_columns.py,https://github.com/SEED-platform/seed
SethMMorton,natsort,tests/test_utils.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/conftest.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_string_component_transform_factory.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_main.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_final_data_transform_factory.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_parse_number_function.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_parse_bytes_function.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_parse_string_function.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_natsort_key.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_input_string_transform_factory.py,https://github.com/SethMMorton/natsort
SethMMorton,natsort,tests/test_fake_fastnumbers.py,https://github.com/SethMMorton/natsort
Stvad,CrowdAnki,test/utils/filesystem/name_sanitizer_spec.py,https://github.com/Stvad/CrowdAnki
ThalesGroup,pycryptoki,tests/unittests/test_str_helpers.py,https://github.com/ThalesGroup/pycryptoki
ThalesGroup,pycryptoki,tests/unittests/test_auto_c_array.py,https://github.com/ThalesGroup/pycryptoki
ThalesGroup,pycryptoki,tests/unittests/test_attr_conversions.py,https://github.com/ThalesGroup/pycryptoki
ThalesGroup,pycryptoki,tests/unittests/test_encryption.py,https://github.com/ThalesGroup/pycryptoki
ThalesGroup,pycryptoki,tests/unittests/test_attributes.py,https://github.com/ThalesGroup/pycryptoki
TileDB-Inc,TileDB-Py,tiledb/tests/test_metadata.py,https://github.com/TileDB-Inc/TileDB-Py
TileDB-Inc,TileDB-Py,tiledb/tests/test_multi_index-hp.py,https://github.com/TileDB-Inc/TileDB-Py
TileDB-Inc,TileDB-Py,tiledb/tests/test_hypothesis.py,https://github.com/TileDB-Inc/TileDB-Py
TileDB-Inc,TileDB-Py,tiledb/tests/strategies.py,https://github.com/TileDB-Inc/TileDB-Py
Tinche,cattrs,tests/test_unstructure.py,https://github.com/Tinche/cattrs
Tinche,cattrs,tests/test_structure_attrs.py,https://github.com/Tinche/cattrs
Tinche,cattrs,tests/test_structure.py,https://github.com/Tinche/cattrs
Tinche,cattrs,tests/test_preconf.py,https://github.com/Tinche/cattrs
Tinche,cattrs,tests/test_unions.py,https://github.com/Tinche/cattrs
Tinche,cattrs,tests/__init__.py,https://github.com/Tinche/cattrs
Torvaney,statsbombapi,test/test_json.py,https://github.com/Torvaney/statsbombapi
ViennaRNA,forgi,test/forgi/graph/property_based_tests.py,https://github.com/ViennaRNA/forgi
WZBSocialScienceCenter,tmtoolkit,tests/test_bow.py,https://github.com/WZBSocialScienceCenter/tmtoolkit
WZBSocialScienceCenter,tmtoolkit,tests/test_topicmod_model_stats.py,https://github.com/WZBSocialScienceCenter/tmtoolkit
WZBSocialScienceCenter,tmtoolkit,tests/test_topicmod_evaluate.py,https://github.com/WZBSocialScienceCenter/tmtoolkit
WZBSocialScienceCenter,tmtoolkit,tests/test_topicmod__eval_tools.py,https://github.com/WZBSocialScienceCenter/tmtoolkit
WZBSocialScienceCenter,tmtoolkit,tests/test_utils.py,https://github.com/WZBSocialScienceCenter/tmtoolkit
WZBSocialScienceCenter,tmtoolkit,tests/_testtools.py,https://github.com/WZBSocialScienceCenter/tmtoolkit
WZBSocialScienceCenter,pdftabextract,tests/test_clustering.py,https://github.com/WZBSocialScienceCenter/pdftabextract
WZBSocialScienceCenter,geovoronoi,tests/_testtools.py,https://github.com/WZBSocialScienceCenter/geovoronoi
